SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,TotalCharges
1,1.4379894707573122,-0.1629775755149442,False,False,True,False,True,False,False,0.7993995316472556
0,-0.9459624544697527,-1.5424774826379894,True,True,True,False,False,False,True,-0.945813297498285
0,-1.2336807902730191,0.3417175124569016,False,False,True,False,False,True,False,-0.9334359015468982
1,1.109168515553579,1.6875710803818238,False,False,True,False,False,True,False,2.042443725050817
0,-1.2747834096734858,-0.66767266348679,True,False,True,True,True,False,False,-0.9935546818822055
0,-0.7815519768678861,0.6781809044381322,False,True,True,False,False,False,False,-0.5019952426699864
0,1.6023999483591789,1.31746134920247,True,False,True,True,True,False,False,2.3076736382948204
0,-0.1650126858608866,-1.5424774826379894,False,False,True,False,False,False,False,-0.7778343524437497
0,0.4515266051461129,0.9137052788249935,True,True,True,False,False,True,False,0.774644739744482
0,1.6023999483591789,1.31746134920247,True,True,True,False,False,False,True,2.3076736382948204
0,0.4104239857456463,-0.8695506986755284,True,True,False,True,False,False,True,-0.2738975172801437
0,0.6981423215489128,1.4856930451930854,False,False,True,False,True,False,False,1.397050936157076
0,0.36932136634517965,-0.19662391471306725,False,False,True,False,False,False,False,0.07974236704519382
0,0.6570397021484461,0.9473516180231165,True,True,True,True,True,False,False,1.0018583654235114
0,-1.3158860290739525,0.13983947726816326,False,True,True,True,True,True,False,-1.0032797787011523
1,1.3968868513568455,1.1828759924099779,True,False,True,True,True,True,False,1.9571281029573293
0,-0.8226545962683528,-0.12933123631682117,True,True,True,False,False,False,True,-0.6779310851218419
0,-1.1103729320716191,0.7791199220325012,False,False,True,False,True,False,False,-0.7981686457924566
0,0.7392449409493794,-1.374245786647374,True,False,True,False,False,False,True,-0.4706097029361127
0,-1.3158860290739525,-1.5761238218361124,False,False,True,True,False,False,False,-1.0258243213268927
0,-1.1103729320716191,-0.5330873066942978,False,False,True,False,False,False,False,-0.9016083119576178
0,1.6023999483591789,0.5099492084475169,True,True,True,True,True,False,True,1.5438114881520912
0,1.5201947095582455,0.4763028692493938,False,True,True,True,True,False,True,1.4412559216977432
0,-1.2747834096734858,-1.5424774826379894,False,False,True,True,True,False,True,-1.0165412743633526
0,-1.1514755514720858,1.283815010004347,True,False,True,False,True,False,False,-0.80435734376815
0,0.8214501797503126,1.3511076884005933,False,False,True,False,False,True,False,1.4492128190950633
0,-0.7404493574674195,-1.5424774826379894,False,False,True,False,False,False,False,-0.9016083119576178
0,-0.4527310216641531,-0.19662391471306725,True,False,True,False,False,True,False,-0.4507174594428125
1,0.5337318439470462,1.283815010004347,False,False,True,True,True,False,False,1.080543239685899
0,0.780347560349846,1.250168670806224,True,False,True,False,True,False,False,1.3333957569785153
0,-1.1103729320716191,0.3417175124569016,True,False,True,True,False,False,True,-0.832648534514177
0,-1.028167693270686,-1.5424774826379894,True,True,True,False,False,False,True,-0.9634952917145518
0,-0.9870650738702194,0.17348581646628633,False,False,True,False,False,False,False,-0.751753410974756
1,1.6023999483591789,1.4856930451930854,True,False,True,True,False,True,False,2.466811586241222
0,-1.2747834096734858,0.10619313807004022,False,False,True,False,False,False,True,-0.9732203885334987
0,-0.6993467380669529,-1.5761238218361124,False,True,True,True,False,True,False,-0.8998401125359912
0,-1.1103729320716191,-1.5088311434398662,True,False,True,True,False,False,False,-0.9785249867983787
0,0.8214501797503126,-1.5088311434398662,False,True,True,False,False,True,False,-0.5422217795119936
0,-1.3158860290739525,-0.33120927150555945,True,False,True,False,False,False,False,-1.0094684766768458
0,-0.08280744705995333,0.6445345652400091,False,False,True,False,False,False,False,0.13057810041696108
0,0.16380826934284648,1.115583314013732,True,False,True,False,True,False,False,0.5850053517750198
1,0.32821874694471304,0.610888226041886,True,False,True,True,True,True,False,0.48819643344095864
0,-0.2883205440622865,0.6781809044381322,True,False,True,True,False,False,False,-0.04579979189030101
0,1.5612973289587122,0.6445345652400091,True,True,True,False,False,False,False,1.6335476087996457
1,-0.9870650738702194,0.3417175124569016,False,False,True,True,True,True,False,-0.7318611674814558
0,-0.9459624544697527,-0.5330873066942978,True,True,True,False,False,True,False,-0.8131983408762834
0,1.3557842319563789,-1.5761238218361124,True,False,True,True,True,False,False,-0.4798927498996528
0,-0.9459624544697527,-1.5424774826379894,True,False,True,False,False,True,False,-0.945813297498285
0,1.6023999483591789,0.8464126004287473,True,True,True,True,False,True,False,1.8620873840448948
0,-0.7815519768678861,0.8464126004287473,False,True,True,False,False,False,False,-0.4710517527915194
0,-0.7815519768678861,0.13983947726816326,False,False,True,False,False,False,False,-0.6010144102810809
0,-1.0692703126711527,-1.5761238218361124,True,False,True,False,False,False,False,-0.9754306378105321
0,-1.3158860290739525,1.1492296532118549,False,False,True,False,False,False,False,-0.9900182830389522
0,-0.4116284022636864,0.610888226041886,False,True,True,False,False,False,True,-0.18018294793392928
0,0.5337318439470462,-1.0714287338642667,True,False,False,True,True,False,False,-0.3428572947235845
0,-0.904859835069286,-1.5088311434398662,True,False,True,True,True,True,False,-0.9321097519806781
0,1.109168515553579,0.44265653005127076,True,False,True,False,False,True,False,1.0610930460480055
0,-1.1514755514720858,0.6445345652400091,False,False,True,False,True,False,False,-0.8463520800317839
0,1.232476373754979,0.4763028692493938,True,True,True,False,False,True,False,1.193708002670007
0,0.20491088874331312,-1.5424774826379894,False,False,True,False,False,False,True,-0.6982653784705487
0,1.1913737543545124,-0.9031970378736514,True,False,False,False,False,True,False,0.03465328179371328
0,0.32821874694471304,1.2165223316081009,False,True,True,False,False,False,True,0.8144292267310825
0,-0.2883205440622865,0.6445345652400091,True,False,True,True,True,False,False,-0.05729308813087448
0,1.5612973289587122,-1.374245786647374,False,True,True,True,True,False,False,-0.24958477523277675
0,-1.1514755514720858,0.6445345652400091,True,False,True,True,True,True,False,-0.8463520800317839
0,-0.7815519768678861,0.4090101908531477,False,False,True,True,True,False,True,-0.5515048264755337
0,-0.904859835069286,0.13983947726816326,False,False,True,False,True,False,False,-0.693844879916482
0,-0.8637572156688195,-0.5330873066942978,True,False,True,False,False,False,False,-0.7689933553356163
0,-1.3158860290739525,0.30807117325877853,True,True,True,False,False,False,False,-1.001069529424119
0,-1.1925781708725525,-0.4994409674961747,True,False,True,False,False,False,False,-0.9440450980766584
0,-1.3158860290739525,0.3417175124569016,False,False,True,False,False,False,False,-1.0006274795687122
0,0.8625527991507793,-1.5424774826379894,False,False,True,False,False,False,True,-0.5568094247404137
0,0.8214501797503126,1.115583314013732,False,False,True,True,True,False,False,1.285212322739188
0,-1.1103729320716191,-1.374245786647374,True,True,True,False,False,False,True,-0.9679157902686186
0,0.4515266051461129,-0.5667336458924208,False,False,False,False,False,False,False,-0.08116378032283476
0,-0.000602208259020053,0.13983947726816326,False,False,True,False,False,False,False,-0.01308810259020729
1,1.4790920901577789,1.4856930451930854,True,False,True,False,False,False,True,2.3209351339570206
0,-0.8637572156688195,-1.5424774826379894,False,False,True,True,True,False,False,-0.9281313032820181
0,0.5337318439470462,-1.0377823946661435,False,True,False,True,True,True,False,-0.3225230013748776
0,1.0269632767526458,-0.5330873066942978,True,False,True,True,True,False,True,0.24772131209972914
0,-1.0692703126711527,-0.7349653418830361,True,False,True,False,False,False,True,-0.8980719131143644
0,-0.3705257828632198,1.31746134920247,True,False,True,True,True,True,False,0.07974236704519382
1,-0.6171414992660196,0.44265653005127076,True,False,True,True,True,True,False,-0.40562837419133196
0,-0.04170482765948669,-0.4994409674961747,True,True,False,False,True,False,False,-0.3127979045559308
0,0.6981423215489128,-0.9031970378736514,True,True,False,False,False,False,False,-0.17222605053660917
0,-0.9459624544697527,-1.5424774826379894,False,False,True,False,False,False,True,-0.945813297498285
1,0.6981423215489128,0.7454735828343783,False,False,True,True,True,True,False,0.910796095209737
0,0.6981423215489128,1.4520467059949624,False,False,True,True,True,False,False,1.3749484433867425
0,0.9858606573521792,-0.43214828909992864,True,False,False,True,True,False,False,0.30120934460393645
1,-0.5349362604650864,0.9809979572212396,True,False,True,True,False,True,False,-0.19432854330694277
1,1.5612973289587122,1.0146442964193627,False,False,True,True,True,False,False,1.9787885458722563
0,1.2735789931554458,1.2165223316081009,True,False,True,True,True,False,False,1.8514781875151347
0,0.903655418551246,0.6445345652400091,False,True,True,True,False,False,True,1.0323598054465717
0,-1.1925781708725525,0.6781809044381322,True,False,True,False,False,False,False,-0.8821581183197242
0,-0.904859835069286,1.1828759924099779,False,False,True,False,False,False,True,-0.543105879222807
0,1.3557842319563789,-0.2975629323074364,True,True,False,False,False,False,True,0.6287682874602804
0,-0.8226545962683528,-1.5761238218361124,False,False,True,False,True,False,False,-0.9250369542941714
0,-1.3158860290739525,0.3417175124569016,False,False,True,True,True,False,False,-1.0006274795687122
1,-1.1514755514720858,-0.66767266348679,False,False,False,False,False,True,False,-0.9325518018360849
0,1.0269632767526458,-1.374245786647374,True,False,True,True,False,True,False,-0.39325097823994515
0,1.6023999483591789,-1.340599447449251,False,True,True,False,False,True,False,-0.20670593925832959
0,1.1502711349540458,0.2744248340606555,False,True,True,True,True,False,False,0.9611897787260976
1,-1.3158860290739525,0.2744248340606555,True,False,True,False,False,True,False,-1.0015115792795257
0,1.232476373754979,0.6445345652400091,True,False,True,False,True,False,False,1.3329537071231086
0,1.0680658961531124,0.9809979572212396,False,False,True,True,True,False,False,1.4434661709747767
0,-0.7404493574674195,-1.206014090656759,True,True,False,False,True,False,False,-0.835300833646617
0,-0.4527310216641531,0.577241886843763,False,True,True,True,True,False,True,-0.22704023260703649
0,-0.6171414992660196,0.8127662612306243,False,False,True,False,False,False,False,-0.31810250282081093
1,-1.3158860290739525,0.10619313807004022,False,False,True,True,False,False,False,-1.003721828556559
0,-0.32942316346275313,-0.3985019499018056,False,False,False,False,False,True,False,-0.4374559637806123
0,-1.3158860290739525,-0.66767266348679,False,False,True,True,True,False,False,-1.0138889752309126
0,-1.2336807902730191,-0.8695506986755284,False,True,False,True,False,False,True,-0.9811772859308188
0,-1.0692703126711527,-1.5424774826379894,False,False,True,False,False,True,False,-0.9723362888226853
0,-1.028167693270686,-1.5424774826379894,True,True,True,False,True,False,False,-0.9634952917145518
0,-1.2747834096734858,0.5099492084475169,False,False,True,True,True,False,True,-0.9626111920037386
0,0.08160303054191322,-1.4415384650436203,False,False,True,False,False,False,False,-0.6783731349772485
0,-1.2336807902730191,0.2744248340606555,True,False,True,False,False,False,False,-0.9360882006793382
0,0.2871161275442464,-0.8695506986755284,True,True,False,False,False,False,True,-0.32694349992894434
0,1.6023999483591789,-0.062038557920575055,True,False,False,False,False,False,False,1.0027424651343249
0,-1.3158860290739525,-0.7349653418830361,False,False,True,False,False,False,False,-1.0147730749417259
0,0.5748344633475129,1.3847540275987162,True,True,True,False,True,False,False,1.1888454542605336
0,-1.3158860290739525,-0.5330873066942978,True,False,True,True,True,False,False,-1.0121207758092858
0,-0.12391006646041997,0.9473516180231165,True,False,True,True,True,False,True,0.21235732366719537
0,0.040500411141446584,0.7118272436362552,False,True,True,True,False,False,True,0.2733602037133161
0,0.16380826934284648,0.8464126004287473,True,False,True,True,True,True,False,0.4541585945746449
0,-0.04170482765948669,0.9137052788249935,True,False,True,True,True,False,False,0.2813171011106362
0,-0.24721792466181988,0.7791199220325012,False,False,True,False,True,False,False,0.028022533962613196
0,1.1913737543545124,1.1828759924099779,False,False,True,False,False,False,False,1.73389292597696
0,-1.3158860290739525,0.13983947726816326,False,False,True,False,True,False,False,-1.0032797787011523
0,-0.6582441186664862,0.44265653005127076,False,False,True,True,False,False,True,-0.440550312768459
0,0.4515266051461129,-1.5424774826379894,True,False,True,False,False,False,True,-0.6452193958217481
0,-1.1514755514720858,0.7791199220325012,False,False,True,True,False,False,True,-0.8375110829236504
0,0.5748344633475129,-0.028392218722451998,False,False,True,False,False,False,False,0.3162390396877633
0,-1.0692703126711527,0.44265653005127076,False,False,True,False,True,False,False,-0.7897696985397298
1,-0.3705257828632198,1.0482906356174857,False,True,True,True,False,False,False,-0.005131205192887196
0,-0.12391006646041997,1.1492296532118549,True,False,True,False,False,False,True,0.29192629764039635
0,1.6023999483591789,1.0819369748156087,False,False,True,True,True,False,False,2.0848805111698576
0,-1.028167693270686,-1.5424774826379894,True,False,True,False,False,False,True,-0.9634952917145518
1,-0.04170482765948669,1.0146442964193627,True,False,True,True,True,True,False,0.3237538872296767
0,-1.0692703126711527,-1.0714287338642667,True,True,False,False,False,True,False,-0.9290154029928315
1,-1.3158860290739525,-0.5330873066942978,False,False,True,True,True,False,False,-1.0121207758092858
0,1.1502711349540458,1.0146442964193627,True,False,True,False,False,False,False,1.5544206846818514
0,1.1913737543545124,1.0482906356174857,True,False,True,False,False,False,True,1.6242645618361053
0,-1.2747834096734858,-1.4078921258454973,False,False,False,True,True,False,True,-1.013004875520099
0,-1.2747834096734858,0.5435955476456399,True,False,True,False,True,False,True,-0.9617270922929252
0,0.2871161275442464,-0.19662391471306725,True,True,False,False,True,False,False,0.026696384396393182
0,-0.6582441186664862,0.13983947726816326,True,False,True,True,True,True,False,-0.5081839406456798
0,-1.2336807902730191,0.5099492084475169,False,True,True,True,False,False,False,-0.9268051537157981
0,0.4926292245465796,-0.5330873066942978,False,False,True,False,True,False,False,-0.039611093914607605
0,1.5612973289587122,1.1492296532118549,False,True,True,True,True,False,True,2.1043307048077513
0,0.9447580379517125,1.3847540275987162,True,False,True,True,False,False,True,1.6145394650171587
0,1.5201947095582455,-1.5761238218361124,False,True,True,True,False,False,False,-0.44629696088874576
0,-0.5349362604650864,-1.5424774826379894,False,True,True,False,False,False,True,-0.8574033264169506
0,-0.3705257828632198,0.4763028692493938,False,False,True,False,True,True,False,-0.18548754619880933
0,-1.2747834096734858,0.8464126004287473,True,False,True,True,True,False,False,-0.9537701948956051
0,0.8625527991507793,0.005254120475671055,True,True,True,False,True,False,False,0.5412424160897593
0,1.109168515553579,-0.19662391471306725,False,False,True,True,True,False,True,0.5571562108843995
0,-1.028167693270686,-1.5424774826379894,False,True,True,True,True,False,False,-0.9634952917145518
0,0.9447580379517125,1.31746134920247,True,False,True,False,True,False,False,1.5650298812116115
0,1.0680658961531124,-1.0377823946661435,True,True,False,False,True,False,True,-0.1213903171648419
0,-1.2336807902730191,0.30807117325877853,True,False,True,False,False,False,False,-0.9347620511131182
0,-1.1925781708725525,0.3417175124569016,True,False,True,False,False,False,False,-0.8998401125359912
0,-0.12391006646041997,0.6445345652400091,True,True,True,False,False,False,False,0.09300386270739397
0,0.20491088874331312,0.07254679887191716,False,False,True,False,False,False,False,0.10803355779122081
0,-1.2336807902730191,0.4763028692493938,False,True,True,False,False,False,False,-0.9281313032820181
0,0.9858606573521792,-1.5088311434398662,True,True,True,True,True,False,False,-0.5050895916578331
0,-0.8226545962683528,-0.4657946282980517,True,True,True,False,False,False,True,-0.7353975663247092
1,0.24601350814377976,1.0146442964193627,True,False,True,False,False,False,False,0.6208113900629603
1,0.9447580379517125,1.1492296532118549,False,False,True,True,True,False,False,1.4412559216977432
0,-1.0692703126711527,0.9473516180231165,True,False,True,True,False,True,False,-0.7433544637220293
0,-1.3158860290739525,-1.5424774826379894,True,True,True,True,False,True,False,-1.025382271471486
0,0.8214501797503126,-0.062038557920575055,True,True,True,False,False,False,True,0.4652098409598117
0,1.232476373754979,1.31746134920247,True,False,True,True,True,True,False,1.8899365249355153
0,-1.3158860290739525,-1.5088311434398662,False,True,True,False,True,True,False,-1.0249402216160792
0,1.0269632767526458,-0.33120927150555945,False,True,False,True,False,False,True,0.40155466178125093
0,-0.7404493574674195,-0.4657946282980517,True,False,True,False,False,False,False,-0.6894243813624154
0,0.08160303054191322,0.30807117325877853,True,False,True,True,True,False,False,0.12615760186289435
0,1.4790920901577789,1.4856930451930854,True,False,True,True,True,False,False,2.3209351339570206
1,-0.4116284022636864,0.44265653005127076,False,False,True,False,True,False,True,-0.23101868130569653
0,-1.2336807902730191,-0.5330873066942978,True,False,True,False,False,True,False,-0.9679157902686186
0,-0.6582441186664862,-1.5424774826379894,True,False,True,False,False,False,False,-0.883926317741351
0,-0.7815519768678861,-0.3985019499018056,False,False,True,False,False,True,False,-0.7000335778921755
0,-0.8637572156688195,-0.3985019499018056,True,True,True,True,True,False,False,-0.747774962276096
0,0.36932136634517965,-1.4415384650436203,False,True,True,False,False,False,False,-0.6072031082567744
1,1.5612973289587122,1.4856930451930854,False,False,True,False,False,False,True,2.418186102146488
0,0.12270564994237985,0.9809979572212396,True,False,True,False,False,False,False,0.47758723691119853
0,-0.7404493574674195,-1.5424774826379894,False,True,True,True,True,False,True,-0.9016083119576178
0,-0.8226545962683528,-1.5424774826379894,True,False,True,True,False,True,False,-0.9192903061738847
0,-0.4527310216641531,0.610888226041886,False,False,True,False,False,False,True,-0.2173151357880897
0,0.32821874694471304,1.3511076884005933,False,False,True,False,False,False,False,0.8869254030177767
0,1.3557842319563789,1.2165223316081009,False,True,True,True,True,False,False,1.9416563580180959
0,0.5337318439470462,-0.33120927150555945,False,False,True,False,True,False,False,0.10449715894796743
0,-0.9459624544697527,1.115583314013732,True,False,True,True,False,False,True,-0.5965939117270143
0,-1.3158860290739525,-1.5424774826379894,True,False,True,True,True,True,False,-1.025382271471486
1,-1.2336807902730191,0.5099492084475169,True,False,True,True,True,True,False,-0.9268051537157981
0,-0.20611530526135324,-0.23027025391119033,False,False,True,False,False,False,False,-0.3039569074477974
0,0.4515266051461129,-0.19662391471306725,True,False,True,False,False,False,True,0.13278834969399445
0,-1.3158860290739525,0.44265653005127076,True,False,True,True,True,False,True,-0.9993013300024923
1,1.3968868513568455,-0.1629775755149442,True,False,True,False,True,False,False,0.7724344904674487
0,-0.9870650738702194,0.7454735828343783,True,False,True,False,False,False,False,-0.6841197830975353
0,-0.6171414992660196,-1.374245786647374,False,True,True,True,True,False,False,-0.835300833646617
1,-0.6171414992660196,1.283815010004347,False,False,True,False,False,False,True,-0.20670593925832959
0,0.6570397021484461,-0.19662391471306725,True,True,True,False,False,True,False,0.265403306315996
1,1.5612973289587122,0.8800589396268704,True,False,True,False,False,True,False,1.8532463869367615
0,0.08160303054191322,-0.33120927150555945,False,True,True,False,False,False,False,-0.16780555198254246
0,-0.4938336410646197,-1.5088311434398662,False,True,True,False,False,False,False,-0.839279282345277
0,-1.3158860290739525,0.13983947726816326,True,False,True,True,False,False,True,-1.0032797787011523
0,0.16380826934284648,-1.340599447449251,False,True,True,False,False,False,True,-0.608971307678401
1,-1.2747834096734858,0.44265653005127076,False,False,True,False,False,False,False,-0.9643793914253652
0,0.8214501797503126,0.20713215566440937,True,True,True,False,False,False,True,0.6526389796522406
1,1.5201947095582455,-1.5424774826379894,False,False,True,True,True,False,False,-0.4153534710102787
0,1.4790920901577789,0.5099492084475169,True,True,True,True,False,False,True,1.4363933732882699
1,0.6570397021484461,0.8127662612306243,True,False,True,False,False,False,False,0.9152165937638037
0,-0.3705257828632198,-1.374245786647374,False,False,True,True,True,False,True,-0.7689933553356163
1,1.6023999483591789,1.7212174195799468,False,False,True,True,True,False,False,2.689604713366185
0,1.3557842319563789,1.31746134920247,False,False,True,False,False,True,False,2.029182229388617
0,-0.904859835069286,-0.7013190026849131,True,False,True,False,False,False,True,-0.8154085901533168
0,-1.3158860290739525,0.8464126004287473,True,False,True,True,True,False,True,-0.9939967317376123
0,-1.3158860290739525,-0.66767266348679,True,False,True,True,True,True,False,-1.0138889752309126
0,-1.028167693270686,0.03890045967379411,True,False,True,False,False,False,True,-0.7972845460816432
0,-0.20611530526135324,-0.33120927150555945,False,False,True,False,False,False,False,-0.34108909530195786
0,1.0680658961531124,-1.5424774826379894,False,False,True,True,False,True,False,-0.5126044391997465
1,-0.8637572156688195,-1.239660429854882,False,True,False,True,False,False,True,-0.8803899188980976
0,-0.5760388798655529,-0.19662391471306725,True,False,True,False,False,False,False,-0.5302864334160134
0,1.2735789931554458,1.6539247411837006,False,False,True,True,False,True,False,2.219263667213486
0,-0.6171414992660196,-0.33120927150555945,True,False,True,True,False,True,False,-0.5886370143296941
0,-1.1514755514720858,0.5099492084475169,False,False,True,True,True,False,False,-0.8551930771399173
0,1.3968868513568455,1.4520467059949624,False,True,True,True,True,True,False,2.1940668254553057
0,1.3557842319563789,0.610888226041886,True,True,True,True,True,False,False,1.4165011297949697
0,-1.2336807902730191,-1.206014090656759,True,False,False,False,False,False,False,-0.9944387815930189
0,-0.9870650738702194,0.5099492084475169,True,False,True,True,True,False,False,-0.7119689239881556
0,-1.2336807902730191,-1.5424774826379894,True,True,True,True,False,False,True,-1.007700277255219
0,-1.3158860290739525,-1.5761238218361124,False,False,True,False,False,False,True,-1.0258243213268927
0,1.4790920901577789,-1.0041360554680205,True,False,False,False,False,False,False,0.06382857225055362
0,1.5201947095582455,-1.5424774826379894,True,True,True,True,False,False,False,-0.4153534710102787
1,1.2735789931554458,-1.5424774826379894,True,False,True,False,False,False,True,-0.46839945365907937
0,0.8214501797503126,0.44265653005127076,True,True,True,False,False,False,True,0.8166394760081159
0,-0.32942316346275313,-0.3985019499018056,False,False,True,True,False,True,False,-0.4374559637806123
0,1.2735789931554458,1.115583314013732,False,False,True,True,False,False,True,1.7666046152770538
0,1.1502711349540458,0.7791199220325012,False,False,True,True,False,True,False,1.3656653964232024
0,0.16380826934284648,-1.5424774826379894,False,False,True,False,False,False,False,-0.7071063755786822
1,-0.24721792466181988,0.3417175124569016,True,False,True,True,True,False,False,-0.12713696528512863
0,-0.1650126858608866,0.10619313807004022,False,False,True,False,False,False,True,-0.1496815079108689
0,-1.1925781708725525,-0.66767266348679,False,False,True,False,False,False,False,-0.9528860951847917
0,0.5748344633475129,-1.5424774826379894,False,True,True,False,False,False,False,-0.6186964044973478
0,-1.1925781708725525,0.20713215566440937,True,False,True,False,False,True,False,-0.9069129102224979
0,0.8214501797503126,-1.5424774826379894,True,False,True,True,False,False,True,-0.5656504218485472
0,0.5748344633475129,0.30807117325877853,False,False,True,False,False,True,False,0.524002471728899
0,0.24601350814377976,-1.5424774826379894,False,True,True,True,False,True,False,-0.6894243813624154
0,1.6023999483591789,1.0819369748156087,False,False,True,True,False,False,True,2.0848805111698576
0,-1.3158860290739525,-0.3985019499018056,True,False,True,False,False,True,False,-1.010352576387659
0,-0.4527310216641531,0.7791199220325012,True,True,True,True,True,False,False,-0.1686896516933558
0,-0.9870650738702194,1.250168670806224,True,True,True,True,True,True,False,-0.6244430526176346
0,0.8214501797503126,0.9137052788249935,False,False,True,False,False,False,True,1.1446404687198664
0,-0.7815519768678861,0.5099492084475169,False,True,True,False,False,False,False,-0.5329387325484535
0,1.3968868513568455,1.1828759924099779,True,False,True,False,False,False,False,1.9571281029573293
1,-0.24721792466181988,1.4856930451930854,False,False,True,True,False,False,True,0.27866480197819615
0,-0.3705257828632198,-0.062038557920575055,False,True,True,False,False,True,False,-0.3552346906749713
1,-0.9459624544697527,0.7118272436362552,True,False,True,True,True,True,False,-0.6496398943758148
0,1.5201947095582455,1.6539247411837006,False,True,True,False,False,False,False,2.5242780674440892
1,0.040500411141446584,-0.33120927150555945,False,False,False,True,False,False,True,-0.1925603438853161
1,1.5201947095582455,1.4184003667968392,False,True,True,True,False,False,False,2.3076736382948204
0,0.9858606573521792,1.0819369748156087,True,True,True,False,True,False,False,1.4350672237220499
0,-0.5349362604650864,-1.5088311434398662,True,False,True,True,True,True,False,-0.8485623293088171
0,1.6023999483591789,1.7885100979761928,False,True,True,False,True,True,False,2.7532598925447456
0,-1.2336807902730191,-1.5424774826379894,True,False,True,True,True,False,True,-1.007700277255219
0,-0.4938336410646197,0.2744248340606555,True,False,True,True,True,False,False,-0.34727779327765124
0,0.040500411141446584,-1.5088311434398662,False,True,True,True,False,False,True,-0.7185996718192557
0,1.4790920901577789,-1.5424774826379894,False,True,True,True,False,False,True,-0.42419446811841216
0,1.5612973289587122,1.3511076884005933,True,True,True,False,False,False,True,2.2926439432109933
0,0.8214501797503126,-0.0956848971186981,True,True,True,True,True,True,False,0.4417811986232581
0,1.0269632767526458,-1.374245786647374,False,True,True,False,False,False,False,-0.39325097823994515
0,1.4379894707573122,0.6781809044381322,False,False,True,True,True,False,False,1.5508842858385978
0,1.3146816125559122,-1.5424774826379894,True,False,True,True,False,False,False,-0.4595584565509459
0,-1.2336807902730191,-0.3985019499018056,False,False,True,False,True,False,False,-0.9626111920037386
0,-0.7815519768678861,0.3417175124569016,True,False,True,True,False,False,True,-0.5638822224269204
0,-0.24721792466181988,-1.5761238218361124,False,False,True,False,True,False,False,-0.8074516927559967
0,-1.2336807902730191,-1.374245786647374,False,False,False,True,False,True,False,-1.001069529424119
0,1.6023999483591789,0.8127662612306243,True,False,True,False,True,True,False,1.8302597944556145
0,0.6570397021484461,0.8127662612306243,True,True,True,True,False,False,True,0.9152165937638037
0,1.6023999483591789,1.3847540275987162,False,True,True,False,False,False,False,2.371328817473381
0,1.0269632767526458,1.4520467059949624,False,False,True,False,False,False,False,1.7604159173013605
0,0.32821874694471304,0.13983947726816326,True,True,True,False,False,False,True,0.23445981643752897
0,-0.08280744705995333,0.7118272436362552,False,True,True,True,False,False,True,0.15798519145217474
0,-1.2747834096734858,-0.3985019499018056,False,False,True,True,True,False,False,-0.9864818841956988
